rec_id_l,given_name,surname,street_number_l,address_1_l,address_2_l,suburb_l,postcode_l,state_l,date_of_birth_l,soc_sec_id_l,rec_id_r,street_number_r,address_1_r,address_2_r,suburb_r,postcode_r,state_r,date_of_birth_r,soc_sec_id_r,surname_l,date_of_birth,surname_r,given_name_l,postcode,given_name_r,suburb,soc_sec_id,true_match,jaro_winkler_given_name,jaro_winkler_surname,levenshtein_given_name,levenshtein_surname,full_name_similarity,dob_l_dt,dob_r_dt,dob_exact_match,dob_year_match,dob_month_match,dob_day_diff,postcode_exact_match,suburb_exact_match,state_exact_match,address_similarity,soc_sec_exact_match,name_and_dob_score,address_score,ml_match_probability
rec-4963-org,,sherriff,97.0,rischbieth crescent,berkeley vlge,macquarie fields,4152.0,nsw,1970-01-01,1541627.0,rec-4963-dup-0,97.0,rischbieth crescent,berkelgey vlge,macquariw fields,4152.0,nsw,1970-01-01,1541627.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-3169-org,madison,mcgregor,15.0,godfrey street,springdale,mount pleasant,2049.0,wa,1970-01-01,2493506.0,rec-3169-dup-0,,godfrey street,springdale,mount plrasant,2049.0,wa,1970-01-01,2493506.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-2490-org,jack,mayman,65.0,hutchins street,the meadows,kinglake west,3260.0,vic,1970-01-01,6187556.0,rec-2490-dup-0,65.0,hutchins street,,kinglake west,3260.0,vic,1970-01-01,6187556.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-2597-org,fergus,ryan,238.0,percy crescent,mariner views,birmingham gardens,2148.0,nsw,1970-01-01,4783232.0,rec-2597-dup-0,238.0,percy croscent,mariner views,birminghma gardens,2148.0,nsw,1970-01-01,4783232.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,0.956043956043956,1,1.0,0.6666666666666666,1.0
rec-838-org,jackson,campbell,10.0,marungal avenue,,kunwarara,2445.0,qld,1970-01-01,7928114.0,rec-838-dup-0,10.0,marungal avenue,,kunwaraara,2445.0,qkd,1970-01-01,7928114.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,0,1.0,1,1.0,0.3333333333333333,1.0
rec-1781-org,jessica,lomman,49.0,wallis place,glengariffe,north sydney,3039.0,sa,1970-01-01,6284781.0,rec-1781-dup-0,28.0,wallis place,glengariffe,north sydney,3039.0,sa,1970-01-01,6284781.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-60-org,tiana,ryan,146.0,doyle terrace,danric lodge,tottenham,3355.0,sa,1970-01-01,6141484.0,rec-60-dup-0,146.0,doyle terrace,danric lodge,totteham,3355.0,sa,1970-01-01,9762204.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,0,1.0,0.6666666666666666,1.0
rec-3094-org,jacob,heron,4.0,stubbs crescent,leebold hill farm,bilgola beach,4401.0,act,1970-01-01,2421446.0,rec-3094-dup-0,4.0,leebold hill farm,stubbs crescent,bilgola beach,4401.0,act,,2421446.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,,0,0,0,999.0,1,1,1,0.33398692810457514,1,0.5,1.0,1.0
rec-1771-org,sam,matthews,15.0,parkin street,hawkins masonic vlge,camp hill,4305.0,vic,1970-01-01,8110517.0,rec-1771-dup-0,15.0,parkin treet,hawkins mas onic vlge,camp hill,4305.0,vic,1970-01-01,8110517.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9846153846153847,1,1.0,1.0,1.0
rec-4837-org,charlotte,humphreys,10.0,hayley street,danica,lennox head,4655.0,vic,1970-01-01,3763315.0,rec-4837-dup-0,10.0,jemalong wstreet,danica,lennox head,4655.0,vic,1970-01-01,3763315.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.7647435897435897,1,1.0,1.0,1.0
rec-3911-org,ruby,warrior,5.0,ironbark crescent,margaret river carvn park,airds,3075.0,vic,1970-01-01,7215752.0,rec-3911-dup-0,5.0,ironbarkcrescent,margaret river carvn park,penshurst,3075.0,vic,1970-01-01,5870334.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,0.9882352941176471,0,1.0,0.6666666666666666,1.0
rec-255-org,dante,campbell,5.0,vaughan garden,kenley lodge,deer park,2572.0,vic,1970-01-01,7782097.0,rec-255-dup-0,5.0,vaughan garden,kenleyu lodge,deer park,2572.0,vic,1970-01-01,7782097.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-4454-org,damien,garnett,4.0,narrabundah lane,laure,penola,6168.0,nsw,1970-01-01,7916610.0,rec-4454-dup-0,9.0,narrabundah lane,laur e,penola,6168.0,nsw,1970-01-01,2711549.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,0,1.0,1.0,1.0
rec-167-org,jacqueline,finlay,8.0,nerli place,moondani,st albans,6084.0,vic,1970-01-01,6173156.0,rec-167-dup-0,8.0,nerli place,moon dani,deer park,6084.0,vic,1970-01-01,6173156.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-1625-org,chloe,campbell,26.0,darcy close,boxgrove,kedron,7249.0,sa,1970-01-01,3030490.0,rec-1625-dup-0,26.0,darcy close,blxgrove,kedron,7249.0,sa,1970-01-01,3030490.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-521-org,courtney,clarke,24.0,myles connell crescent,weemilah,northgate,4621.0,nsw,1970-01-01,8144739.0,rec-521-dup-0,24.0,myles connell crescent,,northgate,4621.0,nsw,1970-01-01,8144739.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-1036-org,blake,crook,169.0,olympus way,glendower,clovelly,3429.0,nsw,1970-01-01,9317676.0,rec-1036-dup-0,169.0,olympus way,glendower,clovely,3429.0,nsw,1970-01-01,9317676.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-2998-org,chevonne,purser,32.0,mayo street,tumbeeluwa,sussex inlet,6210.0,qld,1970-01-01,5908335.0,rec-2998-dup-0,5.0,mayo street,tumbeeluwa,sussex inlet,6210.0,qld,1970-01-01,5908335.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-1986-org,sarah,handel,356.0,twelve trees crescent,maclee,brooloo,4111.0,nsw,1970-01-01,8033344.0,rec-1986-dup-0,32.0,twelve trees crescent,maclee,brooloo,4111.0,nsw,1970-01-01,8033344.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-94-org,james,compton,19.0,brewster place,st john of god hospital,edithvale,2234.0,nsw,1970-01-01,3926610.0,rec-94-dup-0,19.0,landsborough street,st john of god hospital,edithvale,2234.0,nsw,1970-01-01,3926610.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.47034252297410184,1,1.0,1.0,1.0
rec-1912-org,mackenzie,sherriff,34.0,pirani place,,scarborough,2094.0,nsw,1970-01-01,8088200.0,rec-1912-dup-0,34.0,pirani lace,,scarborough,2049.0,nsw,1970-01-01,8088200.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,1,0.9833333333333333,1,1.0,0.6666666666666666,1.0
rec-1617-org,flynn,mason,11.0,namatjira drive,wellshot,blackburn north,2756.0,wa,1970-01-01,2236689.0,rec-1617-dup-0,11.0,wellshot,namatjira drive,blackburn north,2576.0,wa,1970-01-01,2236689.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,1,0.3972222222222222,1,1.0,0.6666666666666666,1.0
rec-3482-org,kyle,wegman,16.0,clyde place,parkland motor village,modbury,4213.0,nsw,1970-01-01,4561101.0,rec-3482-dup-0,16.0,,parkland motor village,modbury,4213.0,nsw,1970-01-01,4561101.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.0,1,1.0,1.0,1.0
rec-3361-org,isabelle,bullock,10.0,companion crescent,eden park,henty,2212.0,nsw,1970-01-01,5801283.0,rec-3361-dup-0,10.0,,eden park,henty,2212.0,nsw,1970-01-01,5801283.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.0,1,1.0,1.0,1.0
rec-1127-org,william,bobbitt,30.0,woralul street,jingara,woy woy,2340.0,nsw,1970-01-01,8601795.0,rec-1127-dup-0,30.0,woralu lstreet,jingara,woy woy,2340.0,nsw,1970-01-01,9731738.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9857142857142858,0,1.0,1.0,1.0
rec-3569-org,madeleine,white,50.0,hunter street,university shores,marlow lagoon,2500.0,sa,1970-01-01,6386791.0,rec-3569-dup-0,50.0,hunter street,universityhsores,marlow lagoon,2500.0,sa,1970-01-01,6386791.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-2524-org,ryan,moody,7.0,tyrrell circuit,pooley bridge,nedlands,3809.0,nsw,1970-01-01,7217442.0,rec-2524-dup-0,7.0,pooley bridge,tyrrell circuit,nedlands,3809.0,nsw,1970-01-01,7217442.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.5094017094017094,1,1.0,1.0,1.0
rec-4652-org,michaela,mcandrew,25.0,parker street,,ryde,3128.0,vic,1970-01-01,2879085.0,rec-4652-dup-0,25.0,parker smreet,,avondale hdights,3121.0,vic,1970-01-01,2879085.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,0,1,0.9525641025641025,1,1.0,0.3333333333333333,1.0
rec-4914-org,charles,matthews,2.0,magarey place,rowethorpe,penguin,2560.0,qld,1970-01-01,5165120.0,rec-4914-dup-0,2.0,magarey place,rowethorpe,penbuin,2560.0,qld,1970-01-01,5165120.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-3292-org,mikayla,siviour,2.0,steinwedel street,cherrybank,pymble,2037.0,vic,1970-01-01,2668143.0,rec-3292-dup-0,2.0,steinwedel street,cherry bank,pymble,237.0,vic,1970-01-01,2668143.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,1,1.0,1,1.0,0.6666666666666666,1.0
rec-2183-org,naomi,matthews,81.0,tate street,kawana shoppingworld medical centre,,2192.0,vic,1970-01-01,1390365.0,rec-2183-dup-0,81.0,tate sqtreet,kawana shoppingworld medical centre,,2192.0,vic,1970-01-01,1390365.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9833333333333333,1,1.0,1.0,1.0
rec-2675-org,kobe,buckinghan,47.0,wrixon street,the willows,kariong,3357.0,vic,1970-01-01,9604781.0,rec-2675-dup-0,47.0,wrixon smtreet,the willows,kariong,3375.0,nsw,1970-01-01,9604781.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,0,0.9857142857142858,1,1.0,0.3333333333333333,1.0
rec-507-org,ty,white,25.0,newbery crescent,jillamtong,albany creek,3630.0,tas,1970-01-01,1390829.0,rec-507-dup-0,25.0,newbery crescent,jillamtong,albany cr eek,630.0,tas,1970-01-01,1390829.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,0,1,1.0,1,1.0,0.3333333333333333,1.0
rec-2308-org,sophie,white,251.0,handcock crescent,,wetherill park,5114.0,vic,1970-01-01,7242421.0,rec-2308-dup-0,251.0,handcock crescent,,wetherilb park,5114.0,vic,1970-01-01,7242421.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-2928-org,harriet,doogue,4.0,mugga lane,concept,matraville,3194.0,qld,1970-01-01,4166027.0,rec-2928-dup-0,4.0,concept,mugga lne,matraville,3194.0,qld,1970-01-01,4166027.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.0,1,1.0,1.0,1.0
rec-1613-org,connor,lowe,50.0,augustus close,corunna,west lakes shore,2071.0,nsw,1970-01-01,1592036.0,rec-1613-dup-0,50.0,augustus close,corunna,west lakes shore,2017.0,nsw,1970-01-01,1592036.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,1,1.0,1,1.0,0.6666666666666666,1.0
rec-1734-org,bethany,white,24.0,horrocks street,hybernia park,bittern,3075.0,vic,1970-01-01,8903580.0,rec-1734-dup-0,24.0,,hybernia park,bittern,3075.0,vic,1970-01-01,8903580.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.0,1,1.0,1.0,1.0
rec-3224-org,nathan,dudley,2.0,chevalier street,,wantirna,3150.0,vic,1970-01-01,6423373.0,rec-3224-dup-0,2.0,chevalie r street,,wanitrna,3150.0,vic,1970-01-01,6423373.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,0.975735294117647,1,1.0,0.6666666666666666,1.0
rec-3415-org,grace,telleglou,13.0,bywaters place,environa,tusmore,3101.0,sa,1970-01-01,6170642.0,rec-3415-dup-0,12.0,bywaters place,environa,tusmore,3101.0,sa,1970-01-01,6170642.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-2847-org,emiily,boyle,25.0,bega flats,rose valley farm,loganlea,3141.0,wa,1970-01-01,5388162.0,rec-2847-dup-0,25.0,bega fl ats,rose valley farm,loganlea,3141.0,wa,1970-01-01,5388162.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9818181818181818,1,1.0,1.0,1.0
rec-226-org,,faehse,65.0,henry melville crescent,goonahra,wanniassa,2173.0,vic,1970-01-01,9923153.0,rec-226-dup-0,65.0,henry melville crescent,,wanniassa,2173.0,vic,1970-01-01,9923153.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-1950-org,,mccarthy,24.0,oliver street,brentwood village,cherrybrook,2880.0,vic,1970-01-01,5462917.0,rec-1950-dup-0,42.0,oliver s treet,brentwo od village,cherrybrook,2880.0,vic,1970-01-01,5462917.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9857142857142858,1,1.0,1.0,1.0
rec-4366-org,george,neeb,33.0,goyder street,killarney park,warrell creek,4114.0,vic,1970-01-01,1539196.0,rec-4366-dup-0,33.0,goyder srteet,killarney park,warrell creek,4114.0,vic,1970-01-01,1539196.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9846153846153847,1,1.0,1.0,1.0
rec-234-org,jack,wyllie,11.0,parker street,fulham park,daisy hill,2440.0,nsw,1970-01-01,7977290.0,rec-234-dup-0,11.0,parker tsreet,,daisy hill,2440.0,nsw,1970-01-01,7977290.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9846153846153847,1,1.0,1.0,1.0
rec-1940-org,pace,nguyen,352.0,marquet retreat,joint coal board,labrador,3064.0,sa,1970-01-01,3133672.0,rec-1940-dup-0,352.0,marquet retreat,joint co al board,labrador,3064.0,sa,1970-01-01,2038425.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,0,1.0,1.0,1.0
rec-787-org,connor,neumann,302.0,debenham street,sandalford homestead,the entrance,2774.0,vic,1970-01-01,1382097.0,rec-787-dup-0,302.0,debenham atreet,sandalford homestead,the entrance,2774.0,vic,1970-01-01,1382097.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9733333333333334,1,1.0,1.0,1.0
rec-619-org,harrison,burford,25.0,paul coe crescent,earl haven,ashgrove,6028.0,qld,1970-01-01,4722591.0,rec-619-dup-0,25.0,paul coe criescent,earl haven,ashgrove,6028.0,qld,1970-01-01,4722591.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9888888888888889,1,1.0,1.0,1.0
rec-1128-org,alissa,yelds,2.0,bingley crescent,woodlands house,beaudesert,3012.0,sa,1970-01-01,8003824.0,rec-1128-dup-0,2.0,bingley crescent,woodlands house,leeton,3012.0,sa,1970-01-01,8003824.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-4250-org,mhary,matthews,26.0,foxall street,upper yarrowitch,newcastle,6525.0,vic,1970-01-01,2983255.0,rec-4250-dup-0,26.0,foxall street,upper yarrowitch,newcaslte,6525.0,vic,1970-01-01,2983255.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-2036-org,emiily,capel,1721.0,burkitt street,locn 1025,ascot vale,4053.0,nsw,1970-01-01,3160127.0,rec-2036-dup-0,1721.0,burkitts treet,locn 1025,ascot vale,4053.0,nsw,1970-01-01,4646376.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9857142857142858,0,1.0,1.0,1.0
rec-1976-org,amy,moyse,17.0,jackie howe crescent,coulter court,sylvania,2571.0,vic,1970-01-01,7813497.0,rec-1976-dup-0,60.0,jackie howe crescent,,sylvani,2571.0,vic,1970-01-01,7813497.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-4113-org,sophie,au,26.0,pelham close,locn 2192,sandy bay,3192.0,vic,,4507512.0,rec-4113-dup-0,26.0,pelham close,locn n192,sandy bay,3192.0,vic,,4507512.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,,,1,0,0,999.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-3694-org,kylee,pennell,1.0,chewings street,drypoint,,4570.0,sa,1970-01-01,4020041.0,rec-3694-dup-0,1.0,,,,4570.0,sa,1970-01-01,4020041.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.0,1,1.0,1.0,1.0
rec-662-org,lily,kradolfer,12.0,wanganeen avenue,broughton brook,toowoomba,2750.0,vic,1970-01-01,2841376.0,rec-662-dup-0,13.0,wanganekn vaenue,broughtonbrook,toowoomba,2750.0,vic,1970-01-01,9815770.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9349999999999999,0,1.0,1.0,1.0
rec-1268-org,,reid,11.0,alt crescent,green lagoon,camp hill,6026.0,vic,1970-01-01,5483640.0,rec-1268-dup-0,11.0,,green lzgoon,camp hill,6026.0,vic,1970-01-01,5483640.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.0,1,1.0,1.0,1.0
rec-128-org,jasper,rylands,10.0,abernethy street,,ingleburn,2784.0,nsw,1970-01-01,9353426.0,rec-128-dup-0,10.0,abernethy treet,,ingleburn,2784.0,nsw,1970-01-01,9353426.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9874999999999999,1,1.0,1.0,1.0
rec-3572-org,james,weller,46.0,bugden avenue,kingaroy garden,hopetoun,2220.0,vic,1970-01-01,2789546.0,rec-3572-dup-0,46.0,bugden ahvenue,kingaroy garden,hopetoun,2220.0,vic,1970-01-01,2789546.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9857142857142858,1,1.0,1.0,1.0
rec-3912-org,thomas,grooby,6.0,noel ryan garden,emu ground,new lambton heights,2460.0,nsw,1970-01-01,3528341.0,rec-3912-dup-0,6.0,noel ryan g arden,emu ground,new lambton heights,2460.0,nsw,1970-01-01,3528341.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9882352941176471,1,1.0,1.0,1.0
rec-4898-org,aidan,dohse,14.0,dilboong place,sunningdale farm,hurstbridge,4510.0,tas,1970-01-01,4932448.0,rec-4898-dup-0,14.0,dilboong wplace,sunningdale farm,hurstbridge,4510.0,tas,1970-01-01,4932448.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9866666666666667,1,1.0,1.0,1.0
rec-4734-org,anthony,burkevics,1.0,dryandra street,alexandra racecourse,ballarat,3048.0,vic,1970-01-01,5593368.0,rec-4734-dup-0,8.0,dryandra street,alexandraracecourse,balla rat,3048.0,vic,1970-01-01,2312985.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,0,1.0,0.6666666666666666,1.0
rec-4766-org,samara,campbell,8.0,packham place,kokoda hostel,burpengary,3136.0,wa,1970-01-01,6449470.0,rec-4766-dup-0,,packham place,kokoda hostel,burpenkgary,3136.0,wa,1970-01-01,6449470.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-4851-org,noah,doman,20.0,boucaut place,oakdale,clarinda,3072.0,vic,1970-01-01,4747349.0,rec-4851-dup-0,20.0,boucaut place,oakdale,clarinda,3072.0,vic,,4747349.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,,0,0,0,999.0,1,1,1,1.0,1,0.5,1.0,1.0
rec-3364-org,jessica,maynard,26.0,archdall street,alchera vlge,bourke,3141.0,nsw,1970-01-01,7562694.0,rec-3364-dup-0,15.0,alchera vlge,archdall street,bourke,3141.0,nsw,1970-01-01,7562694.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.7383333333333333,1,1.0,1.0,1.0
rec-941-org,william,zilm,64.0,,moonya cottage,east fremantle,2165.0,act,1970-01-01,8235647.0,rec-941-dup-0,,,moonya co ttage,reynella,2165.0,act,1970-01-01,8235647.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,0.0,1,1.0,0.6666666666666666,1.0
rec-4061-org,melinda,trent,28.0,dugdale street,kilwinning,penshurst,4556.0,qld,1970-01-01,5930609.0,rec-4061-dup-0,28.0,dugdale street,kilwinning,penshurst,4556.0,qld,1970-01-01,5900609.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,0,1.0,1.0,1.0
rec-3074-org,aleisha,beadle,139.0,leonard close,broadbridge manor,madora,3025.0,nt,1970-01-01,3130361.0,rec-3074-dup-0,17.0,leonard close,broadbrid ge manor,madora,3025.0,nt,1970-01-01,3130361.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-2885-org,max,mayer,36.0,riley close,braeburn,wyndham,6056.0,vic,1970-01-01,7515435.0,rec-2885-dup-0,36.0,braeburn,riley hcfose,wynhdqm,6056.0,vic,1970-01-01,7515435.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,0.4772727272727273,1,1.0,0.6666666666666666,1.0
rec-1964-org,sophie,haythorpe,12.0,bamford street,kioma,alligator creek,6230.0,sa,1970-01-01,3361594.0,rec-1964-dup-0,12.0,bamforedstreet,,alligator creek,6230.0,sa,1970-01-01,3361594.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9406593406593406,1,1.0,1.0,1.0
rec-1163-org,mia,burford,4.0,starling place,dutch care hostel,lawson,2257.0,vic,1970-01-01,9377441.0,rec-1163-dup-0,4.0,starling place,dutch car e phostel,lawson,2257.0,vic,1970-01-01,9377441.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-3369-org,callum,lowry,52.0,hallen close,ruglen,picnic point,2000.0,vic,1970-01-01,3987913.0,rec-3369-dup-0,52.0,ruglen,hallen close,picnic point,2000.0,vic,1970-01-01,3987913.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.5833333333333334,1,1.0,1.0,1.0
rec-912-org,leo,george,38.0,langridge street,greenwood,braidwood,2038.0,nsw,1970-01-01,2248161.0,rec-912-dup-0,38.0,langridge street,gree nwood,braidwood,2038.0,nsw,1970-01-01,2248611.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,0,1.0,1.0,1.0
